trial,rounds,diff_bits,bit_avalanche_percent,bit_npcr_percent,byte_npcr_percent,byte_uaci_percent
95,10,88,34.375,34.375,96.875,29.473039215686274
96,10,75,29.296875,29.296875,84.375,22.879901960784313
97,10,28,10.9375,10.9375,43.75,12.205882352941176
98,10,68,26.5625,26.5625,78.125,15.661764705882353
99,10,106,41.40625,41.40625,96.875,25.96813725490196
100,10,89,34.765625,34.765625,93.75,30.93137254901961
1,16,136,53.125,53.125,100.0,35.0735294117647
2,16,121,47.265625,47.265625,100.0,30.93137254901961
3,16,118,46.09375,46.09375,96.875,33.615196078431374
4,16,121,47.265625,47.265625,93.75,33.18627450980392
5,16,130,50.78125,50.78125,100.0,29.91421568627451
6,16,113,44.140625,44.140625,96.875,32.69607843137255
7,16,125,48.828125,48.828125,100.0,36.40931372549019
8,16,123,48.046875,48.046875,100.0,31.78921568627451
9,16,118,46.09375,46.09375,100.0,28.81127450980392
10,16,124,48.4375,48.4375,96.875,33.32107843137255
11,16,99,38.671875,38.671875,93.75,27.696078431372552
12,16,111,43.359375,43.359375,100.0,34.82843137254902
13,16,130,50.78125,50.78125,100.0,34.95098039215686
14,16,129,50.390625,50.390625,100.0,30.098039215686274
15,16,130,50.78125,50.78125,100.0,30.343137254901958
16,16,141,55.078125,55.078125,100.0,41.568627450980394
17,16,124,48.4375,48.4375,100.0,42.52450980392157
18,16,125,48.828125,48.828125,100.0,28.014705882352942
19,16,114,44.53125,44.53125,100.0,24.877450980392158
20,16,131,51.171875,51.171875,100.0,34.3014705882353
21,16,141,55.078125,55.078125,100.0,35.56372549019608
22,16,124,48.4375,48.4375,100.0,29.362745098039216
23,16,138,53.90625,53.90625,100.0,35.33088235294118
24,16,117,45.703125,45.703125,100.0,31.42156862745098
25,16,123,48.046875,48.046875,100.0,28.100490196078432
26,16,119,46.484375,46.484375,93.75,28.100490196078432
27,16,139,54.296875,54.296875,100.0,36.26225490196078
28,16,122,47.65625,47.65625,100.0,31.899509803921568
29,16,126,49.21875,49.21875,100.0,31.91176470588235
30,16,124,48.4375,48.4375,100.0,32.536764705882355
31,16,119,46.484375,46.484375,96.875,35.26960784313726
32,16,129,50.390625,50.390625,96.875,32.43872549019608
33,16,128,50.0,50.0,96.875,33.03921568627451
34,16,132,51.5625,51.5625,96.875,33.81127450980392
35,16,129,50.390625,50.390625,96.875,37.47549019607843
36,16,132,51.5625,51.5625,100.0,36.15196078431372
37,16,138,53.90625,53.90625,100.0,37.205882352941174
38,16,119,46.484375,46.484375,100.0,30.19607843137255
39,16,129,50.390625,50.390625,100.0,31.25
40,16,121,47.265625,47.265625,100.0,30.098039215686274
41,16,127,49.609375,49.609375,100.0,35.42892156862745
42,16,127,49.609375,49.609375,100.0,30.257352941176467
43,16,126,49.21875,49.21875,100.0,39.28921568627451
44,16,129,50.390625,50.390625,96.875,31.642156862745097
45,16,121,47.265625,47.265625,100.0,30.58823529411765
46,16,126,49.21875,49.21875,100.0,29.411764705882355
47,16,122,47.65625,47.65625,96.875,31.029411764705884
48,16,127,49.609375,49.609375,96.875,34.64460784313725
49,16,134,52.34375,52.34375,100.0,36.0171568627451
50,16,134,52.34375,52.34375,100.0,34.497549019607845
51,16,135,52.734375,52.734375,100.0,37.095588235294116
52,16,124,48.4375,48.4375,100.0,32.75735294117647
53,16,126,49.21875,49.21875,100.0,29.117647058823533
54,16,126,49.21875,49.21875,100.0,34.4485294117647
55,16,132,51.5625,51.5625,100.0,30.28186274509804
56,16,116,45.3125,45.3125,96.875,36.77696078431373
57,16,140,54.6875,54.6875,100.0,37.450980392156865
58,16,125,48.828125,48.828125,100.0,27.205882352941174
59,16,127,49.609375,49.609375,100.0,38.24754901960784
60,16,115,44.921875,44.921875,96.875,32.34068627450981
61,16,124,48.4375,48.4375,100.0,33.84803921568628
62,16,116,45.3125,45.3125,93.75,33.84803921568628
63,16,119,46.484375,46.484375,100.0,31.0171568627451
64,16,129,50.390625,50.390625,100.0,40.17156862745098
65,16,124,48.4375,48.4375,100.0,31.862745098039213
66,16,117,45.703125,45.703125,100.0,33.40686274509804
67,16,125,48.828125,48.828125,96.875,28.602941176470587
68,16,122,47.65625,47.65625,100.0,29.59558823529412
69,16,139,54.296875,54.296875,100.0,34.19117647058824
70,16,127,49.609375,49.609375,100.0,29.39950980392157
71,16,113,44.140625,44.140625,96.875,26.237745098039216
72,16,121,47.265625,47.265625,100.0,28.688725490196077
73,16,126,49.21875,49.21875,100.0,31.924019607843135
74,16,136,53.125,53.125,100.0,32.57352941176471
75,16,125,48.828125,48.828125,100.0,38.088235294117645
76,16,124,48.4375,48.4375,100.0,34.669117647058826
77,16,136,53.125,53.125,100.0,34.411764705882355
78,16,126,49.21875,49.21875,100.0,36.93627450980392
79,16,141,55.078125,55.078125,100.0,39.39950980392157
80,16,126,49.21875,49.21875,100.0,37.720588235294116
81,16,120,46.875,46.875,96.875,30.502450980392158
82,16,137,53.515625,53.515625,100.0,42.291666666666664
83,16,131,51.171875,51.171875,100.0,27.512254901960787
84,16,122,47.65625,47.65625,100.0,32.879901960784316
85,16,119,46.484375,46.484375,100.0,29.264705882352942
86,16,127,49.609375,49.609375,96.875,33.161764705882355
87,16,131,51.171875,51.171875,100.0,36.93627450980392
88,16,135,52.734375,52.734375,100.0,31.470588235294116
89,16,119,46.484375,46.484375,100.0,29.362745098039216
90,16,130,50.78125,50.78125,100.0,29.007352941176475
91,16,131,51.171875,51.171875,100.0,35.955882352941174
92,16,120,46.875,46.875,96.875,30.93137254901961
93,16,131,51.171875,51.171875,100.0,35.88235294117647
94,16,112,43.75,43.75,100.0,32.1078431372549
95,16,123,48.046875,48.046875,100.0,43.8235294117647
96,16,127,49.609375,49.609375,100.0,32.29166666666667
97,16,125,48.828125,48.828125,100.0,36.45833333333333
98,16,120,46.875,46.875,96.875,21.07843137254902
99,16,127,49.609375,49.609375,100.0,41.78921568627451
100,16,117,45.703125,45.703125,100.0,25.441176470588232
