candidate,rounds,is_observation_only,changed_bits_mean,changed_bits_min,changed_bits_max,changed_bits_std,bit_avalanche_mean,bit_npcr_mean,byte_npcr_mean,byte_uaci_mean,enc_time_ms_mean,enc_time_ms_std,reversibility_pass_percent,healthcare_pipeline_pass
Candidate_C,2,False,4.12,1.0,11.0,2.0999278486883712,1.609375,1.609375,9.46875,1.4033088235294118,0.38943500840105116,0.017708499559819044,100.0,True
Candidate_C,4,False,12.25,1.0,27.0,5.739065140497073,4.78515625,4.78515625,22.0,3.573651960784314,0.7615750073455274,0.020891967697767633,100.0,True
Candidate_C,6,False,27.08,2.0,49.0,10.260919288565944,10.578125,10.578125,41.21875,8.679656862745098,1.1373500048648566,0.016654337546523203,100.0,True
Candidate_C,8,False,53.09,13.0,86.0,17.150018405620774,20.73828125,20.73828125,64.5,15.269240196078432,1.4980449865106493,0.0511393176803956,100.0,True
Candidate_C,10,False,81.92,28.0,126.0,18.368110266096366,32.0,32.0,84.625,22.828676470588235,1.9285199989099056,0.10413720072516702,100.0,True
Candidate_C,16,True,125.71,99.0,141.0,7.482363101036836,49.10546875,49.10546875,99.15625,33.05649509803922,3.0115499917883426,0.05280632459950946,100.0,True
